,PropertyType,Address,City,State,ZipCode,Price,Beds,Baths,Living_Sq_Ft,Lot_Acres,YearBuilt,YearRenovated,Hoa/Month,Parking,Garage,last_sold_price,ElementarySchool,E.SchoolRating,MiddleSchool,M.schoolRating,HighSchool,H.SchoolRating,Heating,Cooling,WalkableScore,TransitScore,BikeableScore,RedfinEstimate,Status
house_892,Condo/Co-op,3140 Clay St #3 ,San Francisco,CA,94115,1495000,1,1,,,1927,—,450,, 1,,Lau (gordon J.) Elementary School,8,Lick (james) Middle School,2,Washington (george) High School,8,,,95,80,66," $1,461,541", Active
house_893,Multi-Family (2-4 Unit),3171 Cesar Chavez ,San Francisco,CA,94110,899000,5,2,,,1911,—,0, 1, 1,,Revere (paul) Elementary School,1,King Jr. (martin Luther) Academic Middle School,3,Marshall (thurgood) High School,2,,,96,84,73," $918,436", Active
house_894,Condo/Co-op,318 Main St Unit 5J ,San Francisco,CA,94105,1300000,1,1,,,2015,—,1179,, 1,,Yu (alice Fong) Elementary School,9,Roosevelt Middle School,9,O'Connell (john) High School,2,,,95,100,77," $1,292,681", Active
house_895,Condo/Co-op,318 Spear St Unit 3H ,San Francisco,CA,94105,875000,1,1,,,2008,—,896,,,,Chin (john Yehall) Elementary School,10,Everett Middle School,3,Wallenberg (raoul) Traditional High School,8,,,95,100,77," $877,187", Active
house_896,Single Family Residential,32 Sala Ter ,San Francisco,CA,94112,995000,3,2,,,1926,—,0, 1, 1,,Longfellow Elementary School,3,Brown Jr. (willie L) Middle,1,Burton (phillip And Sala) Academic High School,6,,,86,88,51," $1,324,173", Active
house_897,Condo/Co-op,322 6th St #12 ,San Francisco,CA,94103,859000,1,2,,,2001,—,608,, 1,,Daniel Webster Elementary School,5,,,Gateway High School,8,,,96,100,96," $944,058", Active
house_898,Condo/Co-op,322 6th St #12 ,San Francisco,CA,94103,859000,1,2,,,2001,—,608,, 1,,Daniel Webster Elementary School,5,,,Gateway High School,8,,,96,100,96," $944,058", Active
house_899,Condo/Co-op,322 6th St #3 ,SAN FRANCISCO,CA,94103,850000,2,2, 750,,2001,—,574,, 1,,Daniel Webster Elementary School,5,,,Gateway High School,8," Fireplace, Gas, Other (See Remarks)", Other (See Remarks),96,100,96," $850,135", Active
house_900,Single Family Residential,333 Diamond St ,San Francisco,CA,94114,6689000,5,6,,,1900,—,0, 2, 2,,Revere (paul) Elementary School,1,Everett Middle School,3,Independence High School,4, Radiant, Radiant,95,85,64," $6,688,954", Active
house_901,Single Family Residential,336 Avila St ,San Francisco,CA,94123,4995000,5,4,,,1924,—,0, 2, 2,,Lilienthal (claire) Elementary School,9,Gateway Middle School,5,Downtown High School,9, Central Heating, Central Heating,90,71,91,, Active
house_902,Single Family Residential,3400 Lawton St ,SAN FRANCISCO,CA,94122,1398000,3,2," 1,652", 0.043,1939,—,0,, 2,,Yu (alice Fong) Elementary School,9,Hoover (herbert) Middle School,7,Lowell High School,10, Central Forced Air,,85,61,77," $1,519,885", Active
house_903,Single Family Residential,342 Hearst Ave ,San Francisco,CA,94112,1010000,2,1,,,1928,—,0, 1, 1,,Rooftop Elementary School,6,,,Balboa High School,6," Central Heating, Gas"," Central Heating, Gas",77,82,59," $1,069,034", Active
house_904,Condo/Co-op,3426-3432 22nd St ,San Francisco,CA,94110,8880000,1,8,,,1900,—,0, 6, 6,,Sanchez Elementary School,1,,,O'Connell (john) High School,2,,,99,88,69," $8,724,038", Active
house_905,Condo/Co-op,35 Dolores St #103 ,San Francisco,CA,94103,312324,2,2,,,—,—,516,,,,Revere (paul) Elementary School,1,,,Gateway High School,7,,,98,100,90," $322,211", Active
house_906,Condo/Co-op,3539 Washington St ,San Francisco,CA,94118,3495000,4,2,,,1912,—,416,, 2,,Redding Elementary School,6,Everett Middle School,3,Washington (george) High School,8,,,91,77,70,, Active
house_907,Multi-Family (2-4 Unit),36 Camp St ,San Francisco,CA,94110,2849000,3,3,,,1922,—,0,, 1,,Milk (harvey) Civil Rights Elementary School,3,Lick (james) Middle School,2,Marshall (thurgood) High School,2,,,99,100,100," $2,977,473", Active
house_908,Single Family Residential,36 Gloria Ct ,San Francisco,CA,94112,995000,4,1,,,1927,—,0, 1, 1,,Fairmount Elementary School,2,Visitacion Valley Middle School,2,Lincoln (abraham) High School,7, Central Heating, Central Heating,92,90,64," $1,199,317", Active
house_909,Condo/Co-op,360 Guerrero St #218 ,San Francisco,CA,94103,649000,—,1,,,1983,—,506,, 1,,Daniel Webster Elementary School,5,Lick (james) Middle School,2,Wallenberg (raoul) Traditional High School,8,,,97,100,98," $650,472", Active
house_910,Single Family Residential,3600 Ocean Ave ,San Francisco,CA,94132,1898000,3,3,,,1941,—,0, 2, 2,,Lawton Alternative Elementary School,10,,,Balboa High School,6," Central Heating, Gas"," Central Heating, Gas",71,69,74," $1,893,475", Active
house_911,Townhouse,362 28th Ave ,San Francisco,CA,94121,2195000,3,3,,,1921,—,380,, 1,,Rooftop Elementary School,6,,,Wells (ida B.) High School,1,,,96,71,72," $2,141,739", Active
house_912,Condo/Co-op,364 28th Ave ,San Francisco,CA,94121,2395000,3,3,,,—,—,380,, 1,,Rooftop Elementary School,6,Giannini (a.P.) Middle School,9,Lincoln (abraham) High School,7,,,96,71,72," $2,401,802", Active
house_913,Condo/Co-op,366 26th Ave #2 ,San Francisco,CA,94121,1295000,3,2,,,2006,—,312,, 1,,Yu (alice Fong) Elementary School,9,Hoover (herbert) Middle School,7,Lowell High School,10,,,98,73,76," $1,542,904", Active
house_914,Condo/Co-op,366 26th Ave #2 ,San Francisco,CA,94121,1295000,3,2,,,2006,—,312,, 1,,Yu (alice Fong) Elementary School,9,Hoover (herbert) Middle School,7,Lowell High School,10,,,98,73,76," $1,542,904", Active
house_915,Single Family Residential,366 Chenery St ,San Francisco,CA,94131,1395000,2,1,,,1912,—,0, 1, 1,,Revere (paul) Elementary School,1,Denman (james) Middle School,4,Leadership High School,2,,,88,82,72," $1,408,281", Active
house_916,Condo/Co-op,368 Elm St #305 ,San Francisco,CA,94102,1298000,2,2,,,2007,—,499,, 2,,Rooftop Elementary School,6,Roosevelt Middle School,9,Wallenberg (raoul) Traditional High School,8,,,99,100,90," $1,345,851", Active
house_917,Condo/Co-op,370 Church St Unit B ,San Francisco,CA,94114,1088000,1,1,,,1981,—,769,, 1,,Yu (alice Fong) Elementary School,9,Lick (james) Middle School,9,,,,,99,100,98,, Active
house_918,Condo/Co-op,370 Dolores St ,San Francisco,CA,94110,2799000,5,3,,,1908,—,575,, 1,,Alvarado Elementary School,7,,,S.F. International High School,1,,,99,100,96," $2,786,009", Active
house_919,Condo/Co-op,3716 23rd St ,San Francisco,CA,94114,1400000,2,2,,,—,—,336,,,,Marshall Elementary School,2,Lick (james) Middle School,2,S.F. International High School,1,,,95,81,75," $1,433,236", Active
house_920,Condo/Co-op,3718 Cesar Chavez ,San Francisco,CA,94110,749000,1,1,,,1900,—,375,,,,Revere (paul) Elementary School,1,King Jr. (martin Luther) Academic Middle School,3,Wells (ida B.) High School,1,,,98,82,97," $795,034", Active
house_921,Condo/Co-op,3731 Fillmore St #4 ,San Francisco,CA,94123,895000,1,1,,,1928,—,430,,,,Chavez (cesar) Elementary School,2,Presidio Middle School,8,Wells (ida B.) High School,1,,,94,74,92,, Active
house_922,Condo/Co-op,38 Camp St ,San Francisco,CA,94110,1995000,3,2,,,—,—,0,, 1,,Rooftop Elementary School,6,,,S.F. International High School,1,,,99,100,100," $2,115,760", Active
house_923,Condo/Co-op,38 Camp St ,San Francisco,CA,94110,1995000,3,2,,,—,—,0,, 1,,Rooftop Elementary School,6,,,S.F. International High School,1,,,99,100,100," $2,115,760", Active
house_924,Single Family Residential,38 Stoneyford Ave ,San Francisco,CA,94112,809500,2,1,,,1942,—,0, 1, 1,,Revere (paul) Elementary School,1,Visitacion Valley Middle School,2,City Arts And Tech High School,3,,,64,74,61," $840,869", Active
house_925,Single Family Residential,3841 18th St ,San Francisco,CA,94114,3450000,5,3,,,1886,—,0, 2, 2,,Chavez (cesar) Elementary School,2,Roosevelt Middle School,9,Marshall (thurgood) High School,2,,,98,97,67,, Active
house_926,Condo/Co-op,3917 20th St ,San Francisco,CA,94114,1095000,2,1,,,1885,—,280,,,,Sanchez Elementary School,1,Everett Middle School,3,Downtown High School,5,,,92,93,61," $1,099,799", Active
house_927,Condo/Co-op,3936 26th St ,San Francisco,CA,94131,1695000,3,2,,,1908,—,410,, 1,,Flynn (leonard R.) Elementary School,1,King Jr. (martin Luther) Academic Middle School,3,O'Connell (john) High School,2,,,94,78,80," $1,782,423", Active
house_928,Condo/Co-op,3938 26th St ,San Francisco,CA,94131,1450000,2,1,,,—,—,339,, 1,,Rooftop Elementary School,6,Brown Jr. (willie L) Middle,1,Leadership High School,2,,,94,78,80," $1,530,353", Active
house_929,Multi-Family (2-4 Unit),3962-3964 18th St ,San Francisco,CA,94114,1799000,5,3,,,1912,—,0, 1, 1,,Sanchez Elementary School,1,Lick (james) Middle School,2,Gateway High School,7, Baseboard Heaters, Baseboard Heaters,99,97,66," $1,987,175", Active
house_930,Condo/Co-op,400 Beale St #1007 ,San Francisco,CA,94105,1199000,2,2,,,2002,—,916,, 1,,Sherman Elementary School,7,Everett Middle School,3,Downtown High School,1,,,92,100,58," $1,207,235", Active
house_931,Condo/Co-op,400 Beale St #1806 ,San Francisco,CA,94105,1350000,2,1,,,2002,—,973,, 1,,Sherman Elementary School,7,Everett Middle School,3,Downtown High School,1,,,92,100,58," $1,365,100", Active
house_932,Condo/Co-op,401 Harrison St Unit 14C ,San Francisco,CA,94105,1850000,2,2,,,2014,—,1248,, 1,,Redding Elementary School,6,Marina Middle School,6,Mission High School,1,,,93,100,59," $1,845,867", Active
house_933,Condo/Co-op,401 Harrison St Unit 16D ,San Francisco,CA,94105,978000,1,1,,,2014,—,1123,, 1,,Redding Elementary School,6,Marina Middle School,6,Mission High School,1,,,93,100,59," $993,125", Active
house_934,Condo/Co-op,401 Harrison Unit 37B ,San Francisco,CA,94105,2147000,2,2,,,2014,—,1299,, 1,,Redding Elementary School,6,Marina Middle School,6,Mission High School,1,,,93,100,59," $2,143,747", Active
house_935,Condo/Co-op,401 Harrison St Unit 40C ,San Francisco,CA,94105,2475000,2,2,,,2014,—,1299,, 1,,Redding Elementary School,6,Marina Middle School,6,Mission High School,1,,,93,100,59," $2,468,707", Active
house_936,Condo/Co-op,401 Harrison St Unit 41B ,San Francisco,CA,94105,3900000,3,3,,,2014,—,1454,, 1,,Redding Elementary School,6,Marina Middle School,6,Mission High School,1,,,93,100,59," $3,866,732", Active
house_937,Condo/Co-op,401 Harrison Ph 48A ,San Francisco,CA,94105,3250000,2,2,,,2014,—,1379,, 1,,Redding Elementary School,6,Marina Middle School,6,Mission High School,1,,,93,100,59," $3,229,191", Active
house_938,Single Family Residential,4059 26th St ,San Francisco,CA,94131,2595000,4,3,,,1900,—,0, 1, 1,,Alvarado Elementary School,7,King Jr. (martin Luther) Academic Middle School,3,Independence High School,4," Central Heating, Gas, Solar PV"," Central Heating, Gas, Solar PV",91,76,68," $2,987,004", Active
house_939,Townhouse,42 Littlefield Ter ,San Francisco,CA,94107,985000,2,2,,,1984,—,0, 1, 1,,Revere (paul) Elementary School,1,,,O'Connell (john) High School,2," Central Heating, Gas"," Central Heating, Gas",80,70,75," $1,016,810", Active
house_940,Condo/Co-op,420 Stanyan St #4 ,San Francisco,CA,94117,1495000,3,2,,,2003,—,810,, 1,,Lilienthal (claire) Elementary School,9,Giannini (a.P.) Middle School,4,Independence High School,7,,,88,78,73," $1,668,678", Active
house_941,Condo/Co-op,425 1st St #1506 ,San Francisco,CA,94105,1595000,2,2,,,2008,—,1096,, 1,,Daniel Webster Elementary School,5,Gateway Middle School,5,O'Connell (john) High School,2,,,93,100,59," $1,608,500", Active
house_942,Condo/Co-op,425 1st St #1602 ,San Francisco,CA,94105,1848000,2,2,,,2008,—,1107,, 1,,Daniel Webster Elementary School,5,Gateway Middle School,5,O'Connell (john) High School,2,,,93,100,59," $1,840,107", Active
house_943,Condo/Co-op,425 1st St #5704 ,San Francisco,CA,94105,3295000,2,2,,,2008,—,1148,, 1,,Daniel Webster Elementary School,5,Gateway Middle School,5,O'Connell (john) High School,2,,,93,100,59," $3,236,818", Active
house_944,Condo/Co-op,4395 24th St ,San Francisco,CA,94114,1299000,3,1,,,—,—,458,,,,Moscone (george R.) Elementary School,5,Everett Middle School,3,Wells (ida B.) High School,1,,,85,62,67," $1,456,309", Active
house_945,Single Family Residential,446 Hearst Ave ,San Francisco,CA,94112,1198000,2,1,,,1909,—,0, 1, 1,,Yu (alice Fong) Elementary School,9,Visitacion Valley Middle School,2,O'Connell (john) High School,2,,,78,80,59," $1,201,132", Active
house_946,Condo/Co-op,45 Adair St Unit B ,SAN FRANCISCO,CA,94103,1499000,3,2," 1,264",,1990,—,257,, 1,,Revere (paul) Elementary School,1,Gateway Middle School,5,Downtown High School,1, Central Forced Air,,99,98,100," $1,498,326", Active
house_947,Condo/Co-op,451 Kansas St #420 ,San Francisco,CA,94107,321865,—,1,,,2007,—,455,, 1,,Rooftop Elementary School,6,Everett Middle School,3,Mission High School,1,,,95,76,73," $321,708", Active
house_948,Townhouse,4535 20th St ,San Francisco,CA,94114,1895000,3,2,,,1990,—,400,, 1,,Sanchez Elementary School,1,Gateway Middle School,5,Independence High School,4,,,94,86,67," $1,893,885", Active
house_949,Condo/Co-op,461 Stoneridge Ln ,San Francisco,CA,94134,748000,2,2,,,1996,—,415,, 1,,Revere (paul) Elementary School,1,King Jr. (martin Luther) Academic Middle School,3,,,,,44,60,24," $748,583", Active
house_950,Condo/Co-op,472 12th Ave ,SAN FRANCISCO,CA,94118,1378000,2,1," 1,508", 0.0698,1931,—,0,, 1,,Peabody (george) Elementary School,8,Hoover (herbert) Middle School,7,,, Central Forced Air (Gas),,96,78,84," $1,440,006", Active
house_951,Single Family Residential,478 Collingwood St ,San Francisco,CA,94114,4895000,4,3,,,—,—,350, 2, 2,,Milk (harvey) Civil Rights Elementary School,3,Gateway Middle School,5,Mission High School,1," Gas, Radiant"," Gas, Radiant",93,82,64," $4,977,618", Active
house_952,Single Family Residential,48 Sylvan Ave ,San Francisco,CA,94132,1250000,3,2,,,1941,—,0, 2, 2,,Lawton Alternative Elementary School,10,Giannini (a.P.) Middle School,9,Balboa High School,6, Central Heating, Central Heating,76,68,80," $1,444,182", Active
house_953,Single Family Residential,480 Collingwood St ,San Francisco,CA,94114,3795000,3,3,,,1931,—,375, 2, 2,,Marshall Elementary School,2,Lick (james) Middle School,2,Balboa High School,6, Radiant, Radiant,93,82,64," $3,926,362", Active
house_954,Single Family Residential,481 Jersey St ,San Francisco,CA,94114,5600000,4,3,,,1900,—,0, 2, 2,,Rooftop Elementary School,6,Lick (james) Middle School,2,S.F. International High School,1, Radiant, Radiant,93,65,65," $5,571,660", Active
house_955,Single Family Residential,49 San Jacinto Way ,San Francisco,CA,94127,2950000,4,2,,,1900,—,0, 5, 5,,Rooftop Elementary School,6,Lick (james) Middle School,2,,," Electric, Baseboard Heaters"," Electric, Baseboard Heaters",72,74,56," $3,039,680", Active
house_956,Vacant Land,49 Sussex St ,San Francisco,CA,94131,1499000,—,—,,,—,—,0,,,,Serra (junipero) Elementary School,3,,,Leadership High School,2,,,87,81,67," $1,549,983", Active
house_957,Condo/Co-op,50 Lansing St #606 ,San Francisco,CA,94105,959000,1,1,,,2006,—,772,, 1,,Rooftop Elementary School,6,,,O'Connell (john) High School,2,,,94,100,72," $959,183", Active
house_958,Multi-Family (5+ Unit),500 Balboa St ,San Francisco,CA,94118,1700000,2,—,,,—,—,0, 2, 2,,Lawton Alternative Elementary School,10,,,,, Gas, Gas,97,78,92,, Active
house_959,Multi-Family (2-4 Unit),5032-5034 Mission St ,San Francisco,CA,94112,1595000,4,3,,,1923,—,0,,,,Cleveland Elementary School,1,King Jr. (martin Luther) Academic Middle School,3,City Arts And Tech High School,3,,,96,89,67," $1,621,889", Active
house_960,Single Family Residential,506 6th Ave ,San Francisco,CA,94118,2295000,4,3,,,1939,—,0, 1, 1,,New Traditions Elementary School,5,Gateway Middle School,3,Gateway High School,2,,,98,79,93,, Active
house_961,Multi-Family (2-4 Unit),508-510 Balboa St ,San Francisco,CA,94118,1150000,2,1,,,—,—,0,,,,Lafayette Elementary School,9,Hoover (herbert) Middle School,7,Galileo High School,7, Gas, Gas,97,78,92," $1,217,642", Active
house_962,Condo/Co-op,51 Germania St ,San Francisco,CA,94117,1395000,2,1,,,1996,—,0,, 1,,Muir (john) Elementary School,7,Marina Middle School,6,Wallenberg (raoul) Traditional High School,8,,,99,100,92,, Active
house_963,Condo/Co-op,51 Innes Ct #306 ,San Francisco,CA,94124,799000,2,2,,,2017,—,577,, 1,,Harte (bret) Elementary School,1,Visitacion Valley Middle School,2,Burton (phillip And Sala) Academic High School,6,,,25,45,23," $796,616", New
house_964,Condo/Co-op,53 B Guerrero St ,San Francisco,CA,94103,1695000,4,3,,,—,—,400,,,,Sanchez Elementary School,1,Everett Middle School,3,Gateway High School,7,,,99,100,89," $1,705,584", Active
house_965,Single Family Residential,53 Vesta St ,San Francisco,CA,94124,1180000,5,2,,,1915,—,0, 2, 2,,Hillcrest Elementary School,5,,,Burton (phillip And Sala) Academic High School,6, Central Heating, Central Heating,86,73,69," $1,254,824", Active
house_966,Condo/Co-op,5301 Mission St #4 ,San Francisco,CA,94112,749000,2,2,,,2001,—,307,, 1,,Cleveland Elementary School,1,,,Lowell High School,10,,,89,87,43," $750,820", Active
house_967,Single Family Residential,539 Ortega St ,San Francisco,CA,94122,1995000,4,3,,,1957,—,0, 2, 2,,Stevenson (robert Louis) Elementary School,9,Roosevelt Middle School,9,Wallenberg (raoul) Traditional High School,8, Radiant, Radiant,56,75,44," $1,991,375", Active
house_968,Single Family Residential,55 Sheridan St ,San Francisco,CA,94103,4995000,4,3,,,2007,—,0, 2, 2,,Parks (rosa) Elementary School,4,Everett Middle School,3,Marshall (thurgood) High School,2, Radiant, Radiant,97,100,99,, Active
house_969,Single Family Residential,554 Banks St ,San Francisco,CA,94110,1299000,3,2,,,1950,—,0, 1, 1,,Bryant Elementary School,3,Visitacion Valley Middle School,2,S.F. International High School,1," Central Heating, Gas"," Central Heating, Gas",87,75,63,, Active
house_970,Condo/Co-op,555 4th St #537 ,San Francisco,CA,94107,849000,1,1,,,—,—,612,, 1,,Muir (john) Elementary School,7,,,,,,,97,100,90," $917,318", Active
house_971,Condo/Co-op,555 Bartlett St #306 ,San Francisco,CA,94110,1149000,2,2,,,—,—,542,, 1,,Rooftop Elementary School,6,Denman (james) Middle School,4,Wells (ida B.) High School,1,,,99,85,87," $1,149,357", Active
house_972,Condo/Co-op,56 Moss St #2 ,San Francisco,CA,94103,1245000,2,2,,,1996,—,324,, 1,,Daniel Webster Elementary School,5,Roosevelt Middle School,9,Gateway High School,7,,,98,100,99," $1,251,623", Active
house_973,Condo/Co-op,560 Haight St #104 ,San Francisco,CA,94117,1695000,3,3,,,2001,—,894,, 2,,Muir (john) Elementary School,7,Roosevelt Middle School,9,Wallenberg (raoul) Traditional High School,8,,,98,100,94," $1,871,462", Active
house_974,Single Family Residential,60 Rice St ,San Francisco,CA,94112,999000,2,1,,,1927,—,0, 1, 1,,George Washington Elementary School,3,Thomas R. Pollicita Middle School,4,Oceana High School,7, Central Heating, Central Heating,81,77,55," $1,151,173", Active
